0,-5.636892,3.062813,8.416156,10.582394,-5.637,3.063,8.416,10.582
0.016,-5.675177,2.933002,8.756535,10.839143,-5.646,3.03,8.501,10.647
0.036,-5.483751,2.765505,8.636893,10.597899,-5.608,2.956,8.556,10.65
0.055,-5.321039,2.650649,8.569894,10.429884,-5.529,2.853,8.595,10.612
0.074,-5.431109,2.669792,8.53161,10.460072,-5.478,2.755,8.624,10.582
0.093,-5.488537,2.736791,8.143373,10.194537,-5.431,2.706,8.47,10.421
0.113,-5.411967,2.717648,7.746165,9.832501,-5.413,2.694,8.248,10.229
0.132,-5.172684,2.72722,7.564311,9.561024,-5.376,2.713,7.996,10.012
0.151,-4.995615,2.478366,7.52124,9.363093,-5.267,2.665,7.744,9.738
0.17,-5.014758,2.387439,8.052446,9.782104,-5.149,2.578,7.721,9.635
0.19,-4.981258,2.516651,8.109874,9.844619,-5.041,2.527,7.812,9.638
0.21,-4.986044,2.373082,8.057232,9.767863,-4.994,2.439,7.935,9.689
0.228,-4.68395,2.239084,8.157731,9.669616,-4.917,2.379,8.094,9.766
0.246,-4.459025,2.239084,8.296515,9.681351,-4.778,2.342,8.155,9.741
0.273,-4.415954,2.24387,8.449655,9.794501,-4.636,2.274,8.24,9.728
0.285,-4.449454,2.234298,8.718249,10.039801,-4.502,2.239,8.406,9.796
0.305,-4.540381,2.186442,9.034101,10.344592,-4.466,2.226,8.625,9.965
0.324,-4.688736,2.277369,9.148957,10.529676,-4.524,2.235,8.838,10.177
0.342,-4.511667,2.138585,9.12503,10.401676,-4.548,2.209,9.007,10.329
0.362,-4.133601,1.884348,8.943174,10.030842,-4.469,2.122,9.063,10.327
0.381,-3.841677,1.635494,8.694321,9.644922,-4.294,1.984,8.978,10.152
0.4,-3.611367,1.463211,8.258229,9.131337,-4.025,1.78,8.755,9.802
0.419,-3.683152,1.477568,7.913663,8.852959,-3.817,1.615,8.452,9.415
0.438,-3.999603,1.597209,7.602596,8.737698,-3.784,1.543,8.117,9.092
0.462,-4.506881,1.932802,7.516454,8.974675,-3.95,1.618,7.823,8.924
0.476,-5.014758,2.143371,7.506883,9.278746,-4.301,1.788,7.635,8.961
0.495,-5.187041,2.24387,7.358528,9.278377,-4.677,1.979,7.496,9.067
0.515,-5.029115,2.152942,7.171289,9.019676,-4.934,2.118,7.388,9.138
0.538,-4.856234,2.02373,7.425527,9.100381,-5.022,2.141,7.366,9.169
0.553,-4.947161,2.129014,7.59781,9.3131,-5.005,2.137,7.388,9.178
0.572,-5.134399,2.310869,7.257431,9.185449,-4.992,2.154,7.363,9.155
0.591,-4.962116,2.440081,6.630512,8.633671,-4.975,2.226,7.228,9.058
0.616,-4.664808,2.502294,6.074779,8.057595,-4.927,2.346,6.89,8.797
0.63,-4.315455,2.344368,5.892924,7.6711,-4.769,2.399,6.464,8.387
0.649,-4.057031,2.138585,6.002994,7.554401,-4.5,2.356,6.15,7.979
0.668,-4.009174,2.095515,5.998208,7.512866,-4.262,2.27,5.992,7.699
0.691,-4.444668,2.444866,6.017351,7.870258,-4.207,2.256,5.978,7.652
0.706,-4.932804,2.741576,6.932007,8.938765,-4.361,2.355,6.238,7.969
0.725,-5.048257,2.69372,8.176873,9.980094,-4.609,2.494,6.781,8.575
0.744,-4.899304,2.717648,9.144172,10.724023,-4.831,2.649,7.568,9.378
0.768,-5.009973,3.004787,9.819546,11.425937,-4.973,2.789,8.518,10.267
0.783,-5.292325,3.364309,10.207183,11.979727,-5.062,2.945,9.337,11.027
0.802,-5.373682,3.59402,10.183255,12.062011,-5.144,3.17,9.839,11.548
0.821,-5.541179,3.929015,9.632906,11.787056,-5.304,3.473,9.961,11.814
0.845,-5.675177,4.231109,8.847462,11.330821,-5.471,3.78,9.718,11.79
0.86,-5.684748,4.475176,8.291729,11.004378,-5.569,4.057,9.239,11.546
0.879,-5.813961,4.728816,7.841878,10.847068,-5.679,4.341,8.653,11.242
0.898,-5.909674,4.862814,7.24786,10.540525,-5.771,4.574,8.057,10.931
0.921,-5.962316,4.982455,6.76451,10.302071,-5.843,4.762,7.536,10.674
0.936,-6.269196,5.154738,6.477371,10.384145,-5.989,4.932,7.083,10.518
0.955,-7.068398,5.629115,6.4343,11.092763,-6.302,5.157,6.731,10.58
0.974,-7.949555,5.96411,6.026922,11.622815,-6.812,5.433,6.426,10.85
0.998,-8.333005,5.77747,5.385645,11.481433,-7.405,5.631,6.081,11.145
1.013,-7.868199,5.13081,4.877769,10.584252,-7.805,5.625,5.681,11.195
1.033,-7.298707,4.422534,4.289135,9.551263,-7.862,5.324,5.145,10.81
1.051,-6.752545,3.799802,3.561118,8.527422,-7.563,4.783,4.528,10.036
1.07,-6.379265,3.139383,2.277967,7.465915,-7.075,4.123,3.751,9.032
1.089,-6.479764,2.50708,2.100898,7.258551,-6.728,3.467,3.057,8.201
1.108,-6.790831,1.879562,3.369693,7.810439,-6.601,2.831,2.827,7.766
1.128,-7.69113,1.324427,4.753342,9.137935,-6.835,2.213,3.125,7.918
1.153,-8.677571,0.524626,5.016552,10.036995,-7.41,1.559,3.81,8.561
1.165,-8.99821,-0.049651,4.772485,10.18562,-8.039,0.92,4.478,9.293
1.185,-10.401002,-0.471386,5.390431,11.724325,-8.942,0.332,4.983,10.271
1.204,-11.699108,-1.198804,6.76451,13.56705,-9.944,-0.299,5.486,11.378
1.232,-11.775679,-1.515255,7.880163,14.249898,-10.719,-0.809,6.202,12.432
1.243,-11.468799,-0.930808,8.512466,14.312995,-11.336,-1.029,7.137,13.464
1.262,-11.377872,0.046062,9.316455,14.705592,-11.58,-0.9,8.118,14.209
1.28,-11.062019,0.821935,9.46481,14.581717,-11.421,-0.395,8.793,14.463
1.301,-9.97508,1.037289,8.363513,13.05858,-10.971,0.244,8.914,14.165
1.319,-8.845069,0.812363,6.4678,10.987612,-10.315,0.679,8.403,13.333
1.338,-8.021339,0.457627,4.461418,9.18997,-9.476,0.782,7.189,11.954
1.357,-7.255637,0.247059,2.881557,7.810805,-8.524,0.639,5.544,10.262
1.38,-6.522834,0.170489,1.823331,6.775025,-7.661,0.422,3.909,8.691
1.396,-5.866603,0.270987,0.894317,5.940561,-6.917,0.287,2.515,7.429
1.415,-5.565107,0.199202,0.482154,5.589506,-6.303,0.222,1.52,6.529
1.434,-5.545965,-0.020937,1.990828,5.8925,-5.875,0.155,1.298,6.049
1.453,-5.593821,-0.312862,4.112066,6.949662,-5.643,0.034,1.87,6.093
1.474,-5.713462,-0.413958,5.132006,7.691067,-5.605,-0.137,2.929,6.531
1.492,-6.029315,-0.361316,4.518846,7.543418,-5.721,-0.277,3.938,7.019
1.511,-6.350551,-0.298505,4.03071,7.527631,-5.922,-0.347,4.448,7.428
1.531,-6.891329,-0.169292,4.365705,8.159563,-6.246,-0.311,4.512,7.73
1.549,-7.380063,-0.044865,4.748557,8.775884,-6.663,-0.218,4.416,8.002
1.57,-7.710273,0.017348,4.839484,9.103253,-7.083,-0.124,4.496,8.392
1.591,-8.327621,0.232702,5.021338,9.727141,-7.577,0.009,4.744,8.941
1.608,-9.361918,0.735195,5.146363,10.708458,-8.195,0.235,4.939,9.579
1.625,-10.118649,1.200001,5.155935,11.419751,-8.88,0.546,5.041,10.24
1.645,-10.391431,1.448854,4.872983,11.568361,-9.55,0.904,5.049,10.856
1.664,-10.200005,1.448854,4.40399,11.204213,-10.018,1.208,4.895,11.225
1.683,-9.989436,1.209572,4.049852,10.846806,-10.175,1.327,4.621,11.26
1.703,-9.433703,0.73998,3.652045,10.142966,-10.004,1.212,4.245,10.941
1.722,-9.15135,0.251845,3.005983,9.635692,-9.694,0.913,3.778,10.457
1.742,-9.285348,-0.04008,2.234896,9.550605,-9.465,0.54,3.236,10.044
1.761,-9.716655,-0.145364,1.717448,9.868341,-9.397,0.202,2.653,9.799
1.781,-10.17129,-0.178863,1.885544,10.34613,-9.581,-0.028,2.211,9.85
1.799,-10.5685,-0.322433,2.622534,10.893798,-9.935,-0.172,2.115,10.165
1.817,-10.77488,-0.662812,3.436692,11.329087,-10.308,-0.327,2.416,10.609
1.836,-10.837093,-1.088734,3.781258,11.529347,-10.588,-0.563,2.932,11.025
1.855,-11.363515,-1.304088,3.61376,11.99539,-10.886,-0.845,3.364,11.437
1.877,-11.943176,-1.74018,3.474977,12.559585,-11.23,-1.199,3.577,11.853
1.894,-12.512668,-2.103889,3.699902,13.216749,-11.664,-1.559,3.642,12.325
1.913,-13.934603,-2.548954,3.862614,14.682987,-12.438,-1.924,3.663,13.114
1.932,-15.586846,-4.129414,3.13041,16.425629,-13.494,-2.631,3.542,14.221
1.953,-15.960127,-4.962714,2.636891,16.92062,-14.499,-3.436,3.332,15.311
1.97,-14.81576,-4.392624,3.302693,15.802204,-15.074,-4.008,3.233,15.958
1.991,-11.971889,-2.371886,4.849055,13.132605,-14.584,-3.964,3.48,15.57
2.009,-8.849854,-0.111864,6.51087,10.987441,-12.899,-2.96,4.325,14.211
2.028,-6.173482,1.381855,7.497312,9.809745,-10.453,-1.374,5.54,12.433
2.048,-5.301897,1.515853,7.281359,9.133789,-8.074,0.103,6.535,10.766
2.068,-6.077171,0.912862,6.396015,8.869855,-6.601,0.925,6.921,9.7
2.086,-7.475776,0.404985,4.930411,8.964385,-6.257,1.054,6.526,9.194
2.105,-8.82114,-0.356531,2.589034,9.200148,-6.919,0.619,5.299,9.042
2.124,-9.582657,-1.050449,0.247657,9.643241,-7.989,-0.022,3.541,9.169
2.143,-9.697512,-1.179662,-0.78664,9.800619,-8.894,-0.545,1.745,9.402
2.163,-9.759726,-1.237089,-0.13998,9.838812,-9.465,-0.956,0.478,9.621
2.183,-9.573085,-1.500898,1.573879,9.817013,-9.653,-1.242,0.224,9.775
2.201,-9.170493,-1.606182,3.752544,10.037896,-9.55,-1.381,1.1,9.874
2.219,-8.974281,-1.351945,5.519644,10.622238,-9.369,-1.424,2.677,10.079
2.238,-9.41456,-0.839881,6.549156,11.499165,-9.283,-1.325,4.349,10.494
2.257,-10.276575,0.046062,6.884151,12.369383,-9.459,-0.938,5.676,11.132
2.276,-10.794023,0.884148,6.396015,12.577824,-9.865,-0.315,6.337,11.767
