0,-0.509073,2.248655,9.235099,9.518543,-0.509,2.249,9.235,9.519
0.02,-0.369691,2.196013,9.302098,9.564945,-0.474,2.235,9.252,9.53
0.038,-0.417548,2.129014,9.493524,9.738277,-0.451,2.206,9.316,9.585
0.057,-0.480359,2.143371,9.632906,9.880165,-0.444,2.179,9.416,9.675
0.076,-0.509073,2.085943,9.829117,10.060907,-0.444,2.139,9.564,9.811
0.095,-0.441476,2.033301,9.829117,10.046927,-0.462,2.098,9.696,9.932
0.114,-0.504287,2.076372,9.776475,10.007252,-0.484,2.085,9.767,9.999
0.134,-0.528216,2.076372,9.795618,10.027186,-0.496,2.068,9.808,10.036
0.154,-0.350549,1.971088,9.81476,10.016865,-0.456,2.039,9.804,10.025
0.172,-0.278764,1.937588,9.723833,9.918916,-0.415,2.015,9.778,9.993
0.191,-0.283549,1.995016,9.647263,9.855463,-0.36,1.995,9.745,9.955
0.21,-0.307478,2.033301,9.714262,9.929539,-0.305,1.984,9.725,9.93
0.229,-0.32662,2.009373,9.728619,9.93933,-0.299,1.994,9.703,9.911
0.248,-0.364905,2.038087,9.747761,9.965229,-0.321,2.019,9.709,9.922
0.268,-0.441476,2.033301,9.929616,10.145269,-0.36,2.029,9.78,9.995
0.29,-0.403191,1.985445,9.867402,10.073241,-0.384,2.017,9.818,10.031
0.306,-0.369691,1.947159,9.728619,9.92845,-0.395,2.001,9.818,10.028
0.325,-0.407976,2.009373,9.62812,9.84402,-0.406,1.994,9.788,9.998
0.346,-0.494716,2.052444,9.719048,9.94571,-0.419,1.999,9.736,9.948
0.364,-0.48993,2.057229,9.81476,10.040007,-0.441,2.017,9.723,9.94
0.383,-0.451047,2.014158,9.819546,10.034129,-0.461,2.033,9.745,9.966
0.403,-0.369691,1.980659,9.896116,10.099148,-0.451,2.026,9.812,10.03
0.421,-0.302692,1.956731,9.900902,10.096944,-0.403,2.002,9.858,10.068
0.441,-0.364905,2.014158,9.857831,10.068109,-0.372,1.991,9.869,10.075
0.459,-0.336192,2.038087,9.843474,10.057873,-0.343,1.997,9.875,10.081
0.478,-0.566501,2.258226,9.805189,10.077809,-0.393,2.067,9.852,10.075
0.497,-0.647857,2.363511,9.550952,9.860354,-0.479,2.168,9.764,10.016
0.518,-0.48993,2.234298,9.594621,9.863512,-0.51,2.224,9.699,9.965
0.536,-0.441476,2.033301,9.642477,9.86441,-0.536,2.222,9.648,9.917
0.555,-0.096909,1.664208,9.618548,9.761939,-0.419,2.074,9.602,9.838
0.575,-0.384048,2.033301,9.373882,9.599556,-0.353,1.991,9.557,9.772
0.595,-1.44706,3.287738,9.211171,9.886803,-0.592,2.255,9.462,9.778
0.617,-1.064208,2.822932,9.589835,10.05318,-0.748,2.452,9.448,9.825
0.632,-0.130409,2.152942,9.599406,9.838738,-0.756,2.574,9.444,9.845
0.65,-0.001196,1.966302,9.647263,9.845609,-0.661,2.557,9.512,9.906
0.67,-0.21655,2.109871,9.618548,9.849615,-0.353,2.263,9.614,9.897
0.689,-0.537787,2.028515,9.527023,9.755422,-0.221,2.064,9.598,9.822
0.708,-0.547358,1.966302,9.32124,9.542089,-0.326,2.018,9.529,9.748
0.727,-0.403191,1.692922,9.604192,9.760587,-0.426,1.949,9.518,9.727
0.747,-0.211765,2.081157,10.025329,10.241254,-0.425,1.942,9.619,9.825
0.766,-0.528216,2.349154,10.173684,10.45473,-0.423,2.022,9.781,10
0.785,-0.32662,2.038087,10.446465,10.648432,-0.367,2.04,10.062,10.276
0.804,0.027517,1.654637,10.341181,10.472755,-0.26,2.031,10.247,10.454
0.823,0.070588,1.697708,9.958329,10.102253,-0.189,1.935,10.23,10.42
0.842,-0.192622,1.937588,9.57488,9.770858,-0.105,1.832,10.08,10.249
0.862,-0.374477,2.02373,9.450453,9.671958,-0.117,1.828,9.831,10.004
0.88,-0.384048,1.971088,9.359526,9.572534,-0.22,1.908,9.586,9.779
0.9,-0.336192,1.995016,9.531809,9.744151,-0.322,1.982,9.479,9.69
0.919,-0.297906,1.947159,9.833903,10.029249,-0.348,1.984,9.544,9.754
0.938,-0.379262,1.836491,10.168898,10.340359,-0.349,1.937,9.724,9.922
0.957,-0.340977,1.721636,10.240683,10.389989,-0.339,1.875,9.944,10.126
0.977,-0.21655,1.621137,10.14497,10.275962,-0.309,1.782,10.097,10.259
0.997,-0.273978,1.664208,10.063614,10.203968,-0.303,1.711,10.155,10.303
1.015,-0.374477,1.812563,9.833903,10.006562,-0.301,1.705,10.071,10.219
